symbol,tsys,tsrow,bsc,hadj,ladj,win,lose,plmm,pldol,riskmm,pos
COST,M1,1,Buy,-0.25,0.05,6,1,34.75,1737.5,0.6,0
COST,M1,1,Buy,-0.3,0.2,4,0,34.75,1737.5,0.52,0
COST,M1,1,Buy,-0.25,0,6,1,34.5,1725,0.6,0
COST,M1,1,Buy,0.05,0,5,1,34.25,1712.5,0.6,0
COST,M1,1,Buy,0,-0.45,5,0,34.25,1712.5,0.48,0
COST,M1,1,Buy,-0.05,0.1,4,1,34.25,1712.5,5.48,0
COST,M1,1,Buy,-0.05,-0.2,5,1,34,1700,2.48,0
COST,M1,1,Buy,0,-0.1,5,1,33.75,1687.5,0.68,0
COST,M1,1,Buy,-0.1,-0.45,5,0,33.5,1675,0.48,0
COST,M1,1,Buy,-0.05,-0.5,5,0,33.25,1662.5,2.12,0
COST,M1,1,Buy,-0.25,-0.25,6,1,33.25,1662.5,0.16,0
COST,M1,1,Buy,0.2,-0.45,5,0,33,1650,0.48,0
COST,M1,1,Buy,0,-0.15,5,1,33,1650,1.28,0
COST,M1,1,Buy,-0.1,-0.25,5,1,33,1650,0.16,0
COST,M1,1,Buy,-0.25,-0.15,6,1,33,1650,1.6,0
COST,M1,1,Buy,-0.25,-0.2,6,1,33,1650,2.48,0
COST,M1,1,Buy,-0.2,-0.25,6,1,32.75,1637.5,0.16,0
COST,M1,1,Buy,0.05,-0.05,5,1,32.5,1625,1.6,0
COST,M1,1,Buy,0.05,-0.45,5,0,32.5,1625,0.48,0
COST,M1,1,Buy,-0.05,-0.25,5,1,32.5,1625,0.16,0
COST,M1,1,Buy,-0.2,-0.15,6,1,32.5,1625,1.6,0
COST,M1,1,Buy,-0.2,-0.2,6,1,32.5,1625,2.48,0
COST,M1,1,Buy,-0.1,-0.2,5,1,32.25,1612.5,2.48,0
COST,M1,1,Buy,-0.25,0.2,4,0,32.25,1612.5,0.52,0
COST,M1,1,Buy,-0.1,-0.15,5,1,32,1600,1.6,0
COST,M1,1,Buy,0.25,-0.45,3,0,31.75,1587.5,0.48,0
COST,M1,1,Buy,-0.05,0.2,3,0,31.75,1587.5,0.64,0
COST,M1,1,Buy,-0.2,0.2,4,0,31.75,1587.5,0.52,0
COST,M1,1,Buy,0,0.1,4,1,31.5,1575,5.48,0
COST,M1,1,Buy,0,-0.5,5,0,31.5,1575,2.12,0
COST,M1,1,Buy,0.3,-0.45,3,0,31.25,1562.5,0.48,0
COST,M1,1,Buy,0,-0.2,5,1,31,1550,2.48,0
COST,M1,1,Buy,-0.15,-0.25,6,1,31,1550,0.16,0
COST,M1,1,Buy,-0.25,-0.3,5,1,31,1550,1.48,0
COST,M1,1,Buy,0.1,-0.45,5,0,30.75,1537.5,0.48,0
COST,M1,1,Buy,0.05,-0.1,5,1,30.75,1537.5,0.68,0
COST,M1,1,Buy,0,0.2,3,0,30.75,1537.5,0.64,0
COST,M1,1,Buy,-0.1,-0.5,5,0,30.75,1537.5,2.12,0
COST,M1,1,Buy,-0.15,-0.15,6,1,30.75,1537.5,1.6,0
COST,M1,1,Buy,-0.15,-0.2,6,1,30.75,1537.5,2.48,0
COST,M1,1,Buy,-0.4,0.2,2,0,30.75,1537.5,0.64,0
COST,M1,1,Buy,-0.05,-0.3,5,1,30.5,1525,1.48,0
COST,M1,1,Buy,0.1,0.25,4,0,30.25,1512.5,0.72,0
COST,M1,1,Buy,0.05,-0.15,5,1,30,1500,1.28,0
COST,M1,1,Buy,0.15,-0.45,5,0,29.75,1487.5,0.48,0
COST,M1,1,Buy,0.05,-0.5,5,0,29.75,1487.5,2.12,0
